predator_scientific_name,predator_taxon_kingdom,prey_scientific_name,prey_taxon_kingdom,is_carnivorous_plant,valid_eats_prey,My Remarks,Need to check?,Type of Feeding
Eurema hecabe,Animalia,Tridax procumbens,Plantae,,,,,
Eurema hecabe solifera,Animalia,Tridax procumbens,Plantae,,,,,
Junonia oenone,Animalia,Tridax procumbens,Plantae,,,,,
Junonia oenone oenone,Animalia,Tridax procumbens,Plantae,,,,,
Leptotes pirithous,Animalia,Tridax procumbens,Plantae,,,,,
Telchinia serena,Animalia,Tridax procumbens,Plantae,,,,,
Himantopus mexicanus,Animalia,Tridentiger trigonocephalus,Animalia,,,,,
Xenoglossa pruinosa,Animalia,Trifolium pratense,Plantae,,,,,
Apis mellifera,Animalia,Trifolium repens,Plantae,,,,,
Cupido comyntas,Animalia,Trifolium repens,Plantae,,,,,
Cepphus columba,Animalia,Triglops pingelii,Animalia,,,,,
Sayornis nigricans,Animalia,Trimerotropis,Animalia,,,,,
Euphagus cyanocephalus,Animalia,Trimerotropis pallidipennis,Animalia,,,,,
Leucophaeus atricilla,Animalia,Trinectes maculatus,Animalia,,,,,
Falco peregrinus,Animalia,Tringa semipalmata,Animalia,,,,,
Chloroceryle amazona,Animalia,Triportheus,Animalia,,,,,
Paraxerus palliatus tongensis,Animalia,Triticum aestivum,Plantae,,,,,
Natrix helvetica,Animalia,Triturus carnifex,Animalia,,,,,
Anoplius viaticus,Animalia,Trochosa,Animalia,,,,,
Pieris brassicae,Animalia,Tropaeolum majus,Plantae,,,,,
Philodryas nattereri,Animalia,Tropidurus hispidus,Animalia,,,,,
Turdus libonyana,Animalia,Turdus libonyana,Animalia,,,,,
Buteo jamaicensis,Animalia,Turdus migratorius,Animalia,,,,,
Tamiasciurus hudsonicus,Animalia,Turdus migratorius,Animalia,,,,,
Larus argentatus,Animalia,Turdus pilaris,Animalia,,,,,
Apis mellifera,Animalia,Turnera subulata,Plantae,,,,,
Piezodorus lituratus,Animalia,Ulex,Plantae,,,,,
Cervus canadensis,Animalia,Ulmus,Plantae,,,,,
Xanthogaleruca luteola,Animalia,Ulmus minor,Plantae,,,,,
Sphyrapicus ruber,Animalia,Umbellularia californica,Plantae,,,,,
Enhydra lutris,Animalia,Urechis caupo,Animalia,,,,,
Enhydra lutris nereis,Animalia,Urechis caupo,Animalia,,,,,
Haliaeetus leucocephalus,Animalia,Uria aalge,Animalia,,,,,
Haliaeetus leucocephalus,Animalia,Urile pelagicus,Animalia,,,,,
Lontra canadensis,Animalia,Urile penicillatus,Animalia,,,,,
Crithagra mozambica granti,Animalia,Urochloa,Plantae,,,,,
Coccinella septempunctata,Animalia,Uroleucon,Animalia,,,,,
Syrphini,Animalia,Uroleucon,Animalia,,,,,
Uroplectes triangulifer,Animalia,Uroplectes triangulifer,Animalia,,,,,
Crotalus cerastes,Animalia,Uta stansburiana,Animalia,,,,,
Solenopsis invicta,Animalia,Uta stansburiana elegans,Animalia,,,,,
Vespula germanica,Animalia,Utetheisa pulchella,Animalia,,,,,
Actophilornis africanus,Animalia,Utricularia,Plantae,,,,,
Trema orientale,Plantae,Trema orientale,Plantae,FALSE,FALSE,Wrong data. Plant is not eaten by itself,Yes,
Giraffa giraffa giraffa,Animalia,Vachellia,Plantae,,,,,
Vaccinium corymbosum,Plantae,Vaccinium corymbosum,Plantae,FALSE,FALSE,not as a feeding interaction. Chatgpt suggests this edge should be removed since the max possibility could be self pollination here,Yes,Parasitism
Cephalophorus natalensis natalensis,Animalia,Vachellia kosiensis,Plantae,,,,,
Cercopithecus mitis,Animalia,Vachellia kosiensis,Plantae,,,,,
Cercopithecus mitis erythrarchus,Animalia,Vachellia kosiensis,Plantae,,,,,
Giraffa giraffa giraffa,Animalia,Vachellia kosiensis,Plantae,,,,,
Traminda neptunaria,Animalia,Vachellia kosiensis,Plantae,,,,,
Giraffa giraffa,Animalia,Vachellia tortilis,Plantae,,,,,
Giraffa giraffa giraffa,Animalia,Vachellia tortilis,Plantae,,,,,
Loxodonta africana,Animalia,Vachellia tortilis heteracantha,Plantae,,,,,
Merops apiaster,Animalia,Vanessa atalanta,Animalia,,,,,
Sitta carolinensis,Animalia,Vanessa atalanta,Animalia,,,,,
Acalitus mallyi,Animalia,Vangueria infausta infausta,Plantae,,,,,
Petovia marginata,Animalia,Vangueria madagascariensis,Plantae,,,,,
Vachellia kosiensis,Plantae,Tragelaphus strepsiceros strepsiceros,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Liris subtessellatus,Animalia,Velarifictorus micado,Animalia,,,,,
Anthopleura elegantissima,Animalia,Velella velella,Animalia,,,,,
Enhydra lutris nereis,Animalia,Veneridae,Animalia,,,,,
Haplotrema concavum,Animalia,Ventridens,Animalia,,,,,
Chiastosternum unicolor,Animalia,Vepris lanceolata,Plantae,,,,,
Papilio demodocus,Animalia,Vepris lanceolata,Plantae,,,,,
Papilio demodocus demodocus,Animalia,Vepris lanceolata,Plantae,,,,,
Pseudocercospora fuliginosa,Fungi,Aceria theospyri,Animalia,FALSE,FALSE,This seems wrong. It seems like Aceria Theospyri is attacking the plant and not other wise. There is another entry in the DB showing interaction between ,Yes,
Toxomerus marginatus,Animalia,Verbesina encelioides,Plantae,,,,,
Ardea alba,Animalia,Vertebrata,Animalia,,,,,
Buteo swainsoni,Animalia,Vertebrata,Animalia,,,,,
Corythornis cristatus cristatus,Animalia,Vertebrata,Animalia,,,,,
Larus argentatus,Animalia,Vertebrata,Animalia,,,,,
Pandion haliaetus haliaetus,Animalia,Vertebrata,Animalia,,,,,
Piranga olivacea,Animalia,Vespa crabro,Animalia,,,,,
Haplotrema vancouverense,Animalia,Vespericola columbianus,Animalia,,,,,
Falco sparverius,Animalia,Vespertilionoidea,Animalia,,,,,
Argiope lobata,Animalia,Vespidae,Animalia,,,,,
Araneus diadematus,Animalia,Vespinae,Animalia,,,,,
Araniella displicata,Animalia,Vespinae,Animalia,,,,,
Piranga rubra,Animalia,Vespinae,Animalia,,,,,
Zonotrichia albicollis,Animalia,Vespinae,Animalia,,,,,
Promachus rufipes,Animalia,Vespula,Animalia,,,,,
Aquarius remigis,Animalia,Vespula alascensis,Animalia,,,,,
Araneus diadematus,Animalia,Vespula alascensis,Animalia,,,,,
Phymata pennsylvanica,Animalia,Vespula maculifrons,Animalia,,,,,
Piranga olivacea,Animalia,Vespula maculifrons,Animalia,,,,,
Tetramorium immigrans,Animalia,Vespula maculifrons,Animalia,,,,,
Trichonephila clavata,Animalia,Vespula maculifrons,Animalia,,,,,
Aquarius remigis,Animalia,Vespula pensylvanica,Animalia,,,,,
Linepithema humile,Animalia,Vespula pensylvanica,Animalia,,,,,
Neoscona oaxacensis,Animalia,Vespula pensylvanica,Animalia,,,,,
Peucetia viridans,Animalia,Vespula squamosa,Animalia,,,,,
Steatoda nobilis,Animalia,Vespula vulgaris,Animalia,,,,,
Pyrrhula pyrrhula,Animalia,Viburnum opulus,Plantae,,,,,
Pyrrhalta viburni,Animalia,Viburnum recognitum,Plantae,,,,,
Ochlodes sylvanus,Animalia,Vicia cracca,Plantae,,,,,
Bombus argillaceus,Animalia,Vicia grandiflora,Plantae,,,,,
Euchrysops malathana,Animalia,Vigna unguiculata,Plantae,,,,,
Viscum menyharthii,Plantae,Ficus burkei,Plantae,FALSE,TRUE,V. menyharthii is the parasite (“predator”) and Ficus burkei is the host (“prey”). mistletoe–tree parasitism,,Hemiparasitism
Pieris rapae,Animalia,Viola,Plantae,,,,,
Osmia cornuta,Animalia,Viola Ã— williamsii,Plantae,,,,,
Macroglossum stellatarum,Animalia,Viscaria vulgaris,Plantae,,,,,
Turdus viscivorus,Animalia,Viscum album,Plantae,,,,,
Pogoniulus chrysoconus,Animalia,Viscum menyharthii,Plantae,,,,,
Viscum menyharthii,Plantae,Vachellia karroo,Plantae,FALSE,TRUE,V. menyharthii as parasite on Vachellia karroo. mistletoe on an acacia host,,Hemiparasitism
Amauris albimaculata,Animalia,Volkameria glabra,Plantae,,,,,
Zelus luridus,Animalia,Vostox brunneipennis,Animalia,,,,,
Oiceoptoma noveboracense,Animalia,Vulpes vulpes,Animalia,,,,,
Cigaritis ella,Animalia,Waltheria indica,Plantae,,,,,
Hypolycaena philippus,Animalia,Waltheria indica,Plantae,,,,,
Hypolycaena philippus philippus,Animalia,Waltheria indica,Plantae,,,,,
Junonia oenone,Animalia,Waltheria indica,Plantae,,,,,
Junonia oenone oenone,Animalia,Waltheria indica,Plantae,,,,,
Phytomia erratica,Animalia,Waltheria indica,Plantae,,,,,
Telchinia serena,Animalia,Waltheria indica,Plantae,,,,,
Psittacula alexandri,Animalia,Xanthostemon chrysanthus,Plantae,,,,,
Ardea cinerea cinerea,Animalia,Xenopus,Animalia,,,,,
Ardea melanocephala,Animalia,Xenopus,Animalia,,,,,
Butorides striata atricapilla,Animalia,Xenopus,Animalia,,,,,
Ceryle rudis rudis,Animalia,Xenopus,Animalia,,,,,
Microcarbo africanus africanus,Animalia,Xenopus,Animalia,,,,,
Scopus umbretta umbretta,Animalia,Xenopus,Animalia,,,,,
Tachybaptus ruficollis capensis,Animalia,Xenopus,Animalia,,,,,
Ardea cinerea,Animalia,Xenopus laevis,Animalia,,,,,
Ardea cinerea cinerea,Animalia,Xenopus laevis,Animalia,,,,,
Nycticorax nycticorax,Animalia,Xenopus laevis,Animalia,,,,,
Ardea cinerea,Animalia,Xenopus muelleri,Animalia,,,,,
Merops apiaster,Animalia,Xylocopa,Animalia,,,,,
Latrodectus geometricus,Animalia,Xylocopa caffra,Animalia,,,,,
Euthyrhynchus floridanus,Animalia,Xylocopa virginica,Animalia,,,,,
Misumena vatia,Animalia,Xylocopa virginica virginica,Animalia,,,,,
Plagiosterna nigritarsis,Animalia,Xylotheca kraussiana,Plantae,,,,,
Rubraea petraea,Animalia,Xylotheca kraussiana,Plantae,,,,,
Danaus chrysippus orientis,Animalia,Xysmalobium undulatum,Plantae,,,,,
Xysmalobium undulatum,Plantae,Xysmalobium undulatum,Plantae,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Pseudocercospora fuliginosa,Fungi,Diospyros virginiana,Plantae,FALSE,TRUE,P. fuliginosa is a leaf-spot fungus on persimmon,,Parasitism
Dioctria hyalipennis,Animalia,Zadontomerus,Animalia,,,,,
Malpolon monspessulanus,Animalia,Zamenis scalaris,Animalia,,,,,
Eumeta hardenbergi,Animalia,Zamia furfuracea,Plantae,,,,,
Eumaeus atala,Animalia,Zamia integrifolia,Plantae,,,,,
Hippotion osiris,Animalia,Zantedeschia,Plantae,,,,,
Circus ranivorus,Animalia,Zapornia flavirostra,Animalia,,,,,
Bicyclus safitza safitza,Animalia,Zea mays,Plantae,,,,,
Chlorocebus pygerythrus pygerythrus,Animalia,Zea mays,Plantae,,,,,
Oxythyrea marginalis,Animalia,Zea mays mays,Plantae,,,,,
Astur cooperii,Animalia,Zenaida macroura,Animalia,,,,,
Brachycerus labrusca,Animalia,Zephyranthes robusta,Plantae,,,,,
Graphium eurypylus,Animalia,Zinnia,Plantae,,,,,
Hypolimnas bolina,Animalia,Zinnia,Plantae,,,,,
Nepheronia thalassina,Animalia,Zinnia peruviana,Plantae,,,,,
Nepheronia thalassina sinalata,Animalia,Zinnia peruviana,Plantae,,,,,
Lycus ampliatus,Animalia,Ziziphus,Plantae,,,,,
Papilio nireus,Animalia,Ziziphus,Plantae,,,,,
Pedinorrhina trivittata,Animalia,Ziziphus,Plantae,,,,,
Philematium virens,Animalia,Ziziphus,Plantae,,,,,
Ramularia gunnerae,Fungi,Gunnera tinctoria,Plantae,FALSE,TRUE,Ramularia gunnerae is a leaf-spot fungus  causing necrotic spots on the leaves.,,Parasitism
Giraffa giraffa,Animalia,Ziziphus mucronata,Plantae,,,,,
Giraffa giraffa giraffa,Animalia,Ziziphus mucronata,Plantae,,,,,
Tragelaphus strepsiceros,Animalia,Ziziphus mucronata,Plantae,,,,,
Tragelaphus strepsiceros strepsiceros,Animalia,Ziziphus mucronata,Plantae,,,,,
Nannopterum auritum,Animalia,Zoarcoidei,Animalia,,,,,
Pycnonotus barbatus,Animalia,Zonocerus elegans elegans,Animalia,,,,,
Pycnonotus barbatus layardi,Animalia,Zonocerus elegans elegans,Animalia,,,,,
Falco columbarius,Animalia,Zonotrichia albicollis,Animalia,,,,,
Badumna longinqua,Animalia,Zootermopsis angusticollis,Animalia,,,,,
Zygiella x-notata,Animalia,Zootermopsis angusticollis,Animalia,,,,,
Erythemis simplicicollis,Animalia,Zygoptera,Animalia,,,,,
Troglodytes troglodytes,Animalia,Zygoptera,Animalia,,,,,
