scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_species,taxon_phylum,taxon_subphylum,taxon_superclass,taxon_class,taxon_subclass,taxon_superorder,taxon_order,taxon_suborder,taxon_superfamily,taxon_family,taxon_subfamily,taxon_supertribe,taxon_tribe,taxon_subtribe,taxon_genus,taxon_genushybrid,taxon_hybrid,taxon_subspecies,taxon_variety,taxon_form
Sympetrum corruptum,Variegated Meadowhawk,Insecta,Animalia,Sympetrum corruptum,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Sympetrum,,,,,
Sympetrum fonscolombii,Nomad,Insecta,Animalia,Sympetrum fonscolombii,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Sympetrum,,,,,
Symphyotrichum lanceolatum,panicled aster,Plantae,Plantae,Symphyotrichum lanceolatum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Symphyotrichinae,Symphyotrichum,,,,,
Synagris,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,,,Synagris,,,,,
Syncerus caffer caffer,Cape Buffalo,Mammalia,Animalia,Syncerus caffer,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Syncerus,,,Syncerus caffer caffer,,
Synema globosum,Napoleon Spider,Arachnida,Animalia,Synema globosum,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Diaeini,,Synema,,,,,
Synema imitatrix,African Mask spider,Arachnida,Animalia,Synema imitatrix,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Diaeini,,Synema,,,,,
Syngamia florella,Orange-spotted Flower Moth,Insecta,Animalia,Syngamia florella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,,Nomophilini,,Syngamia,,,,,
Syngnathus californiensis,Kelp Pipefish,Actinopterygii,Animalia,Syngnathus californiensis,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Syngnathiformes,Syngnathoidei,,Syngnathidae,Syngnathinae,,,,Syngnathus,,,,,
Syngnathus fuscus,Northern Pipefish,Actinopterygii,Animalia,Syngnathus fuscus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Syngnathiformes,Syngnathoidei,,Syngnathidae,Syngnathinae,,,,Syngnathus,,,,,
Syrphini,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,,,,,,
Syzygium cordatum,Common Waterberry,Plantae,Plantae,Syzygium cordatum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Myrtaceae,Myrtoideae,,Syzygieae,,Syzygium,,,,Syzygium cordatum cordatum,
Syzygium cordatum cordatum,Common Waterberry,Plantae,Plantae,Syzygium cordatum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Myrtaceae,Myrtoideae,,Syzygieae,,Syzygium,,,,Syzygium cordatum cordatum,
Tachybaptus ruficollis,Little Grebe,Aves,Animalia,Tachybaptus ruficollis,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Tachybaptus,,,Tachybaptus ruficollis capensis,,
Tachybaptus ruficollis capensis,African Little Grebe,Aves,Animalia,Tachybaptus ruficollis,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Tachybaptus,,,Tachybaptus ruficollis capensis,,
Tachycines asynamorus,Greenhouse Camel Cricket,Insecta,Animalia,Tachycines asynamorus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Aemodogryllinae,,Aemodogryllini,,Tachycines,,,,,
Tachypompilus ferrugineus,Rusty Spider Wasp,Insecta,Animalia,Tachypompilus ferrugineus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pompilinae,,Tachypompilini,,Tachypompilus,,,,,
Tachytrechus angustipennis,,Insecta,Animalia,Tachytrechus angustipennis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Dolichopodidae,Dolichopodinae,,Tachytrechini,,Tachytrechus,,,,,
Tagiades flesus,Clouded Flat,Insecta,Animalia,Tagiades flesus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Tagiadinae,,Tagiadini,,Tagiades,,,,,
Tagoropsis flavinata,Gold Marbled Emperor,Insecta,Animalia,Tagoropsis flavinata,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Saturniidae,Saturniinae,,Urotini,,Tagoropsis,,,,,
Talpa europaea,European Mole,Mammalia,Animalia,Talpa europaea,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Talpidae,Talpinae,,Talpini,,Talpa,,,,,
Tamias striatus,Eastern Chipmunk,Mammalia,Animalia,Tamias striatus,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Tamiini,,Tamias,,,,,
Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Animalia,Tamiasciurus hudsonicus,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Tamiasciurus,,,,,
Tampa dimediatella,Tampa Moth,Insecta,Animalia,Tampa dimediatella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,Phycitini,,Tampa,,,,,
Tanaostigmodes tambotis,,Insecta,Animalia,Tanaostigmodes tambotis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chalcidoidea,Tanaostigmatidae,,,,,Tanaostigmodes,,,,,
Tandonia sowerbyi,Keeled Slug,Mollusca,Animalia,Tandonia sowerbyi,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,,Milacidae,,,,,Tandonia,,,,,
Tangara florida,Emerald Tanager,Aves,Animalia,Tangara florida,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Thraupidae,,,,,Tangara,,,,,
Tapinanthus forbesii,,Plantae,Plantae,Tapinanthus forbesii,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Loranthaceae,,,Lorantheae,Tapinanthinae,Tapinanthus,,,,,
Tapinoma melanocephalum,Ghost Ant,Insecta,Animalia,Tapinoma melanocephalum,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Dolichoderinae,,Tapinomini,,Tapinoma,,,,,
Taraxacum,dandelions,Plantae,Plantae,,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Crepidinae,Taraxacum,,,,,
Taraxacum officinale,common dandelion,Plantae,Plantae,Taraxacum officinale,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Crepidinae,Taraxacum,,,,,
Tarentola mauritanica,Moorish Gecko,Reptilia,Animalia,Tarentola mauritanica,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Phyllodactylidae,,,,,Tarentola,,,,,
Taurulus bubalis,Longspined Bullhead,Actinopterygii,Animalia,Taurulus bubalis,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,Taurulus,,,,,
Tecomaria capensis,Cape Honeysuckle,Plantae,Plantae,Tecomaria capensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Bignoniaceae,,,Tecomeae,,Tecomaria,,,,,
Tegenaria domestica,Barn Funnel Weaver,Arachnida,Animalia,Tegenaria domestica,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,,Agelenidae,Ageleninae,,,,Tegenaria,,,,,
Telamonia dimidiata,Two-striped Telamonia,Arachnida,Animalia,Telamonia dimidiata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Plexippini,Plexippina,Telamonia,,,,,
Telchinia burni,Pale-yellow Acraea,Insecta,Animalia,Telchinia burni,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Acraeini,,Telchinia,,,,,
Telchinia serena,Dancing Amber,Insecta,Animalia,Telchinia serena,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Acraeini,,Telchinia,,,,,
Tenodera angustipennis,Narrow-winged Mantis,Insecta,Animalia,Tenodera angustipennis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Mantoidea,Mantidae,Tenoderinae,,Tenoderini,Tenoderina,Tenodera,,,,,
Tenodera sinensis,Chinese Mantis,Insecta,Animalia,Tenodera sinensis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Mantoidea,Mantidae,Tenoderinae,,Tenoderini,Tenoderina,Tenodera,,,,,
Terminalia sericea,silver terminalia,Plantae,Plantae,Terminalia sericea,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Combretaceae,,,,,Terminalia,,,,,
Terrapene carolina,Florida Box Turtle,Reptilia,Animalia,Terrapene carolina,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Emydinae,,,,Terrapene,,,Terrapene carolina bauri,,
Terrapene carolina bauri,Florida Box Turtle,Reptilia,Animalia,Terrapene carolina,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Emydinae,,,,Terrapene,,,Terrapene carolina bauri,,
Testacella maugei,Mauge's Slug,Mollusca,Animalia,Testacella maugei,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Testacelloidea,Testacellidae,,,,,Testacella,,,,,
Tetradactylus seps,Short-legged Seps,Reptilia,Animalia,Tetradactylus seps,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Gerrhosauridae,Gerrhosaurinae,,,,Tetradactylus,,,,,
Tetragnatha,,Arachnida,Animalia,,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,Tetragnathinae,,,,Tetragnatha,,,,,
Tetragonilla collina,Hill Stingless Bee,Insecta,Animalia,Tetragonilla collina,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Tetragonilla,,,,,
Tetramorium immigrans,Immigrant Pavement Ant,Insecta,Animalia,Tetramorium immigrans,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Myrmicinae,,Crematogastrini,,Tetramorium,,,,,
Tetraopes tetrophthalmus,Red Milkweed Beetle,Insecta,Animalia,Tetraopes tetrophthalmus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Tetraopini,,Tetraopes,,,,,
Tetraselago natalensis,Natal Bluehaze,Plantae,Plantae,Tetraselago natalensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Limoselleae,,Tetraselago,,,,,
Teucrium canadense,American germander,Plantae,Plantae,Teucrium canadense,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Ajugoideae,,,,Teucrium,,,,,
Thalasseus elegans,Elegant Tern,Aves,Animalia,Thalasseus elegans,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Thalasseus,,,,,
Thamnophis couchii,Sierra Garter Snake,Reptilia,Animalia,Thamnophis couchii,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,,,
Thamnophis elegans elegans,Mountain Garter Snake,Reptilia,Animalia,Thamnophis elegans,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,Thamnophis elegans elegans,,
Thamnophis elegans vagrans,Wandering Garter Snake,Reptilia,Animalia,Thamnophis elegans,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,Thamnophis elegans vagrans,,
Thamnophis marcianus,Checkered Garter Snake,Reptilia,Animalia,Thamnophis marcianus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,,,
Thamnophis ordinoides,Northwestern Garter Snake,Reptilia,Animalia,Thamnophis ordinoides,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,,,
Thamnophis proximus,Western Ribbon Snake,Reptilia,Animalia,Thamnophis proximus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,,,
Thamnophis sirtalis,Common Garter Snake,Reptilia,Animalia,Thamnophis sirtalis,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,Thamnophis sirtalis sirtalis,,
Thamnophis sirtalis concinnus,Red-spotted Garter Snake,Reptilia,Animalia,Thamnophis sirtalis,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,Thamnophis sirtalis concinnus,,
Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,Animalia,Thamnophis sirtalis,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,,Thamnophis sirtalis sirtalis,,
Thesium asterias,,Plantae,Plantae,Thesium asterias,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,,,,Thesium,,,,,
Thomisus kalaharinus,,Arachnida,Animalia,Thomisus kalaharinus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Thomisini,,Thomisus,,,,,
Thomisus onustus,Heather crab spider,Arachnida,Animalia,Thomisus onustus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Thomisini,,Thomisus,,,,,
Thomisus stenningi,,Arachnida,Animalia,Thomisus stenningi,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Thomisini,,Thomisus,,,,,
Thunbergia alata,Black-eyed Susan vine,Plantae,Plantae,Thunbergia alata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Acanthaceae,Thunbergioideae,,Thunbergieae,,Thunbergia,,,,,
Thunbergia atriplicifolia,Natal Primrose,Plantae,Plantae,Thunbergia atriplicifolia,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Acanthaceae,Thunbergioideae,,Thunbergieae,,Thunbergia,,,,,
Tigrisoma lineatum,Rufescent Tiger-Heron,Aves,Animalia,Tigrisoma lineatum,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Tigriornithinae,,,,Tigrisoma,,,,,
Tigrosa helluo,Wetland Giant Wolf Spider,Arachnida,Animalia,Tigrosa helluo,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Lycosinae,,,,Tigrosa,,,,,
Tiliacora funifera,elbowleaf,Plantae,Plantae,Tiliacora funifera,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Menispermaceae,,,,,Tiliacora,,,,,
Tithonia rotundifolia,Red Sunflower,Plantae,Plantae,Tithonia rotundifolia,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Helianthinae,Tithonia,,,,,
Tockus leucomelas,Southern Yellow-billed Hornbill,Aves,Animalia,Tockus leucomelas,Chordata,Vertebrata,,Aves,,,Bucerotiformes,,,Bucerotidae,,,,,Tockus,,,,,
Todiramphus sanctus vagans,New Zealand Sacred Kingfisher,Aves,Animalia,Todiramphus sanctus,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Halcyoninae,,,,Todiramphus,,,Todiramphus sanctus vagans,,
Tolmiea menziesii,Youth-on-Age,Plantae,Plantae,Tolmiea menziesii,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Heuchereae,,Tolmiea,,,,,
Townsendia nigra,,Insecta,Animalia,Townsendia nigra,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Stichopogoninae,,,,Townsendia,,,,,
Toxicodendron pubescens,Atlantic poison oak,Plantae,Plantae,Toxicodendron pubescens,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Toxicodendron,,,,,
Toxicodendron radicans,eastern poison ivy,Plantae,Plantae,Toxicodendron radicans,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Toxicodendron,,,,,
Toxomerus geminatus,Eastern Calligrapher,Insecta,Animalia,Toxomerus geminatus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Toxomerus,,,,,
Toxomerus marginatus,Margined Calligrapher,Insecta,Animalia,Toxomerus marginatus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Toxomerus,,,,,
Toxophora coeruleiventris,,Insecta,Animalia,Toxophora coeruleiventris,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,Toxophorinae,,Toxophorini,,Toxophora,,,,,
Toxostoma redivivum,California Thrasher,Aves,Animalia,Toxostoma redivivum,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Mimidae,,,,,Toxostoma,,,,,
Trachemys scripta,Pond Slider,Reptilia,Animalia,Trachemys scripta,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Deirochelyinae,,,,Trachemys,,,,,
Trachylepis striata,African Striped Skink,Reptilia,Animalia,Trachylepis striata,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Scincidae,Mabuyinae,,,,Trachylepis,,,,,
Trachyphonus vaillantii,Crested Barbet,Aves,Animalia,Trachyphonus vaillantii,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Trachyphonus,,,Trachyphonus vaillantii vaillantii,,
Trachyphonus vaillantii vaillantii,Southern Crested Barbet,Aves,Animalia,Trachyphonus vaillantii,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Trachyphonus,,,Trachyphonus vaillantii vaillantii,,
Tragelaphus strepsiceros,Southern Greater Kudu,Mammalia,Animalia,Tragelaphus strepsiceros,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Tragelaphini,,Tragelaphus,,,Tragelaphus strepsiceros strepsiceros,,
Tragelaphus strepsiceros strepsiceros,Southern Greater Kudu,Mammalia,Animalia,Tragelaphus strepsiceros,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Tragelaphini,,Tragelaphus,,,Tragelaphus strepsiceros strepsiceros,,
Tragus berteronianus,African bur-grass,Plantae,Plantae,Tragus berteronianus,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Chloridoideae,,Cynodonteae,Traginae,Tragus,,,,,
Traminda neptunaria,Neptune Vestal,Insecta,Animalia,Traminda neptunaria,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Sterrhinae,,Rhodometrini,,Traminda,,,,,
Trema orientale,Oriental trema,Plantae,Plantae,Trema orientale,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Cannabaceae,,,,,Trema,,,,,
Treron calvus,African Green-Pigeon,Aves,Animalia,Treron calvus,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Treron,,,Treron calvus delalandii,,
Treron calvus delalandii,Delalande's Green Pigeon,Aves,Animalia,Treron calvus,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Treron,,,Treron calvus delalandii,,
Triakis semifasciata,Leopard Shark,Animalia,Animalia,Triakis semifasciata,Chordata,Vertebrata,,Chondrichthyes,Elasmobranchii,Galeomorphi,Carcharhiniformes,,,Triakidae,Triakinae,,,,Triakis,,,,,
Trichodes ornatus,Ornate Checkered Beetle,Insecta,Animalia,Trichodes ornatus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Cleridae,Clerinae,,,,Trichodes,,,,,
Trichonephila antipodiana,Batik Golden Web Spider,Arachnida,Animalia,Trichonephila antipodiana,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Nephilidae,,,,,Trichonephila,,,,,
Trichonephila clavata,Joro Spider,Arachnida,Animalia,Trichonephila clavata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Nephilidae,,,,,Trichonephila,,,,,
Trichonephila fenestrata,Southern Blackleg Orbweaver,Arachnida,Animalia,Trichonephila fenestrata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Nephilidae,,,,,Trichonephila,,,Trichonephila fenestrata fenestrata,,
Trichonephila fenestrata fenestrata,Southern Blackleg Orbweaver,Arachnida,Animalia,Trichonephila fenestrata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Nephilidae,,,,,Trichonephila,,,Trichonephila fenestrata fenestrata,,
Trichopsis vittata,Croaking Gourami,Actinopterygii,Animalia,Trichopsis vittata,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Anabantiformes,Anabantoidei,,Osphronemidae,Macropodusinae,,,,Trichopsis,,,,,
Trichostema lanceolatum,Vinegar Weed,Plantae,Plantae,Trichostema lanceolatum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Ajugoideae,,,,Trichostema,,,,,
Tridax procumbens,Tridax Daisy,Plantae,Plantae,Tridax procumbens,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Millerieae,Dyscritothamninae,Tridax,,,,,
Tridentiger trigonocephalus,Chameleon Goby,Actinopterygii,Animalia,Tridentiger trigonocephalus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Gobiiformes,Gobioidei,,Oxudercidae,Gobionellinae,,,,Tridentiger,,,,,
Trifolium pratense,Red Clover,Plantae,Plantae,Trifolium pratense,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,,,,
Trifolium repens,white clover,Plantae,Plantae,Trifolium repens,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,,,,
Triglops pingelii,Ribbed Sculpin,Actinopterygii,Animalia,Triglops pingelii,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,Triglops,,,,,
Trigonoceps occipitalis,White-headed Vulture,Aves,Animalia,Trigonoceps occipitalis,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Aegypiinae,,,,Trigonoceps,,,,,
Trigonopeltastes delta,Delta Flower Scarab,Insecta,Animalia,Trigonopeltastes delta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Trichiini,Trichiina,Trigonopeltastes,,,,,
Trimeresurus vogeli,Vogel’s Pit Viper,Reptilia,Animalia,Trimeresurus vogeli,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Viperidae,Crotalinae,,,,Trimeresurus,,,,,
Trimerotropis pallidipennis,Pallid-winged Grasshopper,Insecta,Animalia,Trimerotropis pallidipennis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,Trimerotropini,,Trimerotropis,,,,,
Trinectes maculatus,Hogchoker,Actinopterygii,Animalia,Trinectes maculatus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Carangiformes,Pleuronectoidei,,Achiridae,,,,,Trinectes,,,,,
Tringa melanoleuca,Greater Yellowlegs,Aves,Animalia,Tringa melanoleuca,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,Tringa,,,,,
Tringa semipalmata,Willet,Aves,Animalia,Tringa semipalmata,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,Tringa,,,Tringa semipalmata inornata,,
Tringa semipalmata inornata,Western Willet,Aves,Animalia,Tringa semipalmata,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,Tringa,,,Tringa semipalmata inornata,,
Triplofusus giganteus,Florida Horse Conch,Mollusca,Animalia,Triplofusus giganteus,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Fasciolariidae,Fasciolariinae,,,,Triplofusus,,,,,
Triturus carnifex,Italian Crested Newt,Amphibia,Animalia,Triturus carnifex,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Salamandridae,Pleurodelinae,,,,Triturus,,,,,
Tropaeolum majus,garden nasturtium,Plantae,Plantae,Tropaeolum majus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Tropaeolaceae,,,,,Tropaeolum,,,,,
Tropidurus hispidus,Peters' Lava Lizard,Reptilia,Animalia,Tropidurus hispidus,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Tropiduridae,,,,,Tropidurus,,,,,
Turdoides jardineii,Arrow-marked Babbler,Aves,Animalia,Turdoides jardineii,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Leiothrichidae,,,,,Turdoides,,,,,
Turdus libonyana,Kurrichane Thrush,Aves,Animalia,Turdus libonyana,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,,,,
Turdus migratorius,American Robin,Aves,Animalia,Turdus migratorius,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,,,,
Turdus philomelos,Song Thrush,Aves,Animalia,Turdus philomelos,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,,,,
Turdus pilaris,Fieldfare,Aves,Animalia,Turdus pilaris,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,,,,
Turdus viscivorus,Mistle Thrush,Aves,Animalia,Turdus viscivorus,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,,,,
Turnera subulata,Cuban Buttercup,Plantae,Plantae,Turnera subulata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Passifloraceae,Turneroideae,,,,Turnera,,,,,
